Rank,Pokemon,Usage %,Raw Count,Raw %,Real Count,Real %,Generation,Source File
108,Hydreigon,0.80646,22754,0.806,17553,0.797,5,2024-02-pokemon_usage_stats_with_gen.csv
109,Manaphy,0.80348,22670,0.803,17556,0.797,4,2024-02-pokemon_usage_stats_with_gen.csv
110,Moltres,0.79933,22553,0.799,18921,0.859,8,2024-02-pokemon_usage_stats_with_gen.csv
111,Cresselia,0.79391,22400,0.794,16887,0.767,4,2024-02-pokemon_usage_stats_with_gen.csv
112,Jirachi,0.79299,22374,0.793,17632,0.801,3,2024-02-pokemon_usage_stats_with_gen.csv
113,Breloom,0.78455,22136,0.785,16804,0.763,3,2024-02-pokemon_usage_stats_with_gen.csv
114,Comfey,0.76935,21707,0.769,15970,0.725,7,2024-02-pokemon_usage_stats_with_gen.csv
115,Empoleon,0.75514,21306,0.755,17062,0.775,4,2024-02-pokemon_usage_stats_with_gen.csv
116,Swampert,0.73146,20638,0.731,17156,0.779,6,2024-02-pokemon_usage_stats_with_gen.csv
117,Kleavor,0.73072,20617,0.731,18116,0.823,8,2024-02-pokemon_usage_stats_with_gen.csv
118,Cloyster,0.7226,20388,0.723,15582,0.708,1,2024-02-pokemon_usage_stats_with_gen.csv
119,Salamence,0.72129,20351,0.721,14780,0.671,6,2024-02-pokemon_usage_stats_with_gen.csv
120,Gastrodon,0.71105,20062,0.711,15920,0.723,4,2024-02-pokemon_usage_stats_with_gen.csv
121,Infernape,0.71098,20060,0.711,15207,0.691,4,2024-02-pokemon_usage_stats_with_gen.csv
122,Charizard,0.70896,20003,0.709,15104,0.686,6,2024-02-pokemon_usage_stats_with_gen.csv
123,Talonflame,0.70601,19920,0.706,15133,0.687,6,2024-02-pokemon_usage_stats_with_gen.csv
124,Polteageist,0.70194,19805,0.702,14703,0.668,8,2024-02-pokemon_usage_stats_with_gen.csv
125,Milotic,0.70141,19790,0.701,15241,0.692,3,2024-02-pokemon_usage_stats_with_gen.csv
126,Conkeldurr,0.68535,19337,0.685,15218,0.691,5,2024-02-pokemon_usage_stats_with_gen.csv
127,Haxorus,0.66079,18644,0.661,13296,0.604,5,2024-02-pokemon_usage_stats_with_gen.csv
128,Feraligatr,0.64098,18085,0.641,13153,0.597,2,2024-02-pokemon_usage_stats_with_gen.csv
129,Armarouge,0.63977,18051,0.64,13405,0.609,9,2024-02-pokemon_usage_stats_with_gen.csv
130,Ninetales,0.62173,17542,0.622,14636,0.665,7,2024-02-pokemon_usage_stats_with_gen.csv
131,Gardevoir,0.61971,17485,0.62,13038,0.592,6,2024-02-pokemon_usage_stats_with_gen.csv
132,Chandelure,0.61794,17435,0.618,12976,0.589,5,2024-02-pokemon_usage_stats_with_gen.csv
133,Forretress,0.60887,17179,0.609,14645,0.665,2,2024-02-pokemon_usage_stats_with_gen.csv
134,Whimsicott,0.60227,16993,0.602,13200,0.599,5,2024-02-pokemon_usage_stats_with_gen.csv
135,Hippowdon,0.58508,16508,0.585,14343,0.651,4,2024-02-pokemon_usage_stats_with_gen.csv
136,Tinkaton,0.58381,16472,0.584,13641,0.619,9,2024-02-pokemon_usage_stats_with_gen.csv
137,Lucario,0.58225,16428,0.582,12096,0.549,6,2024-02-pokemon_usage_stats_with_gen.csv
138,Minior,0.57059,16099,0.571,12111,0.55,7,2024-02-pokemon_usage_stats_with_gen.csv
139,Torterra,0.568,16026,0.568,11726,0.533,4,2024-02-pokemon_usage_stats_with_gen.csv
140,Jolteon,0.56697,15997,0.567,12050,0.547,1,2024-02-pokemon_usage_stats_with_gen.csv
141,Umbreon,0.55042,15530,0.55,11414,0.518,2,2024-02-pokemon_usage_stats_with_gen.csv
142,Necrozma,0.51661,14576,0.517,11176,0.508,7,2024-02-pokemon_usage_stats_with_gen.csv
143,Salazzle,0.51097,14417,0.511,11090,0.504,7,2024-02-pokemon_usage_stats_with_gen.csv
144,Ogerpon,0.48822,13775,0.488,10319,0.469,9,2024-02-pokemon_usage_stats_with_gen.csv
145,Moltres-Galar,0.48599,13712,0.486,10143,0.461,8,2024-02-pokemon_usage_stats_with_gen.csv
146,Snorlax,0.48049,13557,0.48,10443,0.474,1,2024-02-pokemon_usage_stats_with_gen.csv
147,Slither Wing,0.47355,13361,0.474,10232,0.465,9,2024-02-pokemon_usage_stats_with_gen.csv
148,Kilowattrel,0.47301,13346,0.473,10547,0.479,9,2024-02-pokemon_usage_stats_with_gen.csv
149,Pawmot,0.4728,13340,0.473,9567,0.434,9,2024-02-pokemon_usage_stats_with_gen.csv
150,Porygon2,0.46384,13087,0.464,10312,0.468,2,2024-02-pokemon_usage_stats_with_gen.csv
151,Slowking,0.46224,13042,0.462,10749,0.488,8,2024-02-pokemon_usage_stats_with_gen.csv
152,Sableye,0.45536,12848,0.455,9882,0.449,6,2024-02-pokemon_usage_stats_with_gen.csv
153,Mew,0.45157,12741,0.452,10003,0.454,1,2024-02-pokemon_usage_stats_with_gen.csv
154,Pincurchin,0.44271,12491,0.443,11368,0.516,8,2024-02-pokemon_usage_stats_with_gen.csv
155,Reuniclus,0.43527,12281,0.435,9061,0.411,5,2024-02-pokemon_usage_stats_with_gen.csv
156,Muk-Alola,0.43254,12204,0.433,10214,0.464,7,2024-02-pokemon_usage_stats_with_gen.csv
157,Basculegion,0.42329,11943,0.423,8919,0.405,8,2024-02-pokemon_usage_stats_with_gen.csv
158,Scream Tail,0.41482,11704,0.415,9456,0.429,9,2024-02-pokemon_usage_stats_with_gen.csv
159,Quagsire,0.41414,11685,0.414,9013,0.409,2,2024-02-pokemon_usage_stats_with_gen.csv
160,Staraptor,0.40823,11518,0.408,9103,0.413,4,2024-02-pokemon_usage_stats_with_gen.csv
161,Suicune,0.40543,11439,0.405,8951,0.406,2,2024-02-pokemon_usage_stats_with_gen.csv
162,Sylveon,0.40319,11376,0.403,8130,0.369,6,2024-02-pokemon_usage_stats_with_gen.csv
163,Hitmonlee,0.39816,11234,0.398,8067,0.366,1,2024-02-pokemon_usage_stats_with_gen.csv
164,Smeargle,0.39561,11162,0.396,9618,0.437,2,2024-02-pokemon_usage_stats_with_gen.csv
165,Typhlosion-Hisui,0.39214,11064,0.392,7952,0.361,8,2024-02-pokemon_usage_stats_with_gen.csv
166,Chansey,0.39143,11044,0.391,8297,0.377,1,2024-02-pokemon_usage_stats_with_gen.csv
167,Overqwil,0.38962,10993,0.39,8511,0.387,8,2024-02-pokemon_usage_stats_with_gen.csv
168,Electivire,0.38873,10968,0.389,7971,0.362,4,2024-02-pokemon_usage_stats_with_gen.csv
169,Sceptile,0.38778,10941,0.388,7890,0.358,6,2024-02-pokemon_usage_stats_with_gen.csv
170,Gallade,0.38735,10929,0.387,7944,0.361,6,2024-02-pokemon_usage_stats_with_gen.csv
171,Iron Jugulis,0.37977,10715,0.38,8090,0.367,9,2024-02-pokemon_usage_stats_with_gen.csv
172,Donphan,0.37654,10624,0.377,8642,0.392,2,2024-02-pokemon_usage_stats_with_gen.csv
173,Klefki,0.37271,10516,0.373,9153,0.416,6,2024-02-pokemon_usage_stats_with_gen.csv
174,Zapdos-Galar,0.37264,10514,0.373,8296,0.377,8,2024-02-pokemon_usage_stats_with_gen.csv
175,Politoed,0.36974,10432,0.37,9062,0.412,2,2024-02-pokemon_usage_stats_with_gen.csv
176,Krookodile,0.36463,10288,0.365,7738,0.351,5,2024-02-pokemon_usage_stats_with_gen.csv
177,Grafaiai,0.36219,10219,0.362,8129,0.369,9,2024-02-pokemon_usage_stats_with_gen.csv
178,Heracross,0.36084,10181,0.361,7368,0.335,6,2024-02-pokemon_usage_stats_with_gen.csv
179,Cetitan,0.36034,10167,0.36,7451,0.338,9,2024-02-pokemon_usage_stats_with_gen.csv
180,Yanmega,0.35992,10155,0.36,7809,0.355,4,2024-02-pokemon_usage_stats_with_gen.csv
181,Hitmontop,0.35517,10021,0.355,7811,0.355,2,2024-02-pokemon_usage_stats_with_gen.csv
182,Chesnaught,0.34039,9604,0.34,7502,0.341,6,2024-02-pokemon_usage_stats_with_gen.csv
183,Crawdaunt,0.33163,9357,0.332,7329,0.333,3,2024-02-pokemon_usage_stats_with_gen.csv
184,Rotom-Heat,0.33075,9332,0.331,7774,0.353,4,2024-02-pokemon_usage_stats_with_gen.csv
185,Slowbro-Galar,0.32476,9163,0.325,6694,0.304,8,2024-02-pokemon_usage_stats_with_gen.csv
186,Noivern,0.32221,9091,0.322,6893,0.313,6,2024-02-pokemon_usage_stats_with_gen.csv
187,Cyclizar,0.31398,8859,0.314,6453,0.293,9,2024-02-pokemon_usage_stats_with_gen.csv
188,Slowbro,0.31388,8856,0.314,6893,0.313,8,2024-02-pokemon_usage_stats_with_gen.csv
189,Okidogi,0.30619,8639,0.306,6670,0.303,9,2024-02-pokemon_usage_stats_with_gen.csv
190,Lapras,0.30314,8553,0.303,6674,0.303,1,2024-02-pokemon_usage_stats_with_gen.csv
191,Regidrago,0.29998,8464,0.3,6214,0.282,8,2024-02-pokemon_usage_stats_with_gen.csv
192,Vaporeon,0.29807,8410,0.298,6632,0.301,1,2024-02-pokemon_usage_stats_with_gen.csv
193,Toxtricity,0.29754,8395,0.298,6180,0.281,8,2024-02-pokemon_usage_stats_with_gen.csv
194,Electrode-Hisui,0.29261,8256,0.293,6766,0.307,8,2024-02-pokemon_usage_stats_with_gen.csv
195,Flygon,0.2924,8250,0.292,6356,0.289,3,2024-02-pokemon_usage_stats_with_gen.csv
196,Arcanine,0.29222,8245,0.292,6265,0.285,8,2024-02-pokemon_usage_stats_with_gen.csv
197,Rhyperior,0.29116,8215,0.291,6393,0.29,4,2024-02-pokemon_usage_stats_with_gen.csv
198,Meloetta,0.28956,8170,0.29,6368,0.289,5,2024-02-pokemon_usage_stats_with_gen.csv
199,Decidueye-Hisui,0.28662,8087,0.287,6229,0.283,8,2024-02-pokemon_usage_stats_with_gen.csv
200,Floatzel,0.28464,8031,0.285,5987,0.272,4,2024-02-pokemon_usage_stats_with_gen.csv
201,Arboliva,0.28347,7998,0.283,5969,0.271,9,2024-02-pokemon_usage_stats_with_gen.csv
202,Drifblim,0.28099,7928,0.281,6049,0.275,4,2024-02-pokemon_usage_stats_with_gen.csv
203,Azelf,0.27893,7870,0.279,6929,0.315,4,2024-02-pokemon_usage_stats_with_gen.csv
204,Enamorus-Therian,0.27794,7842,0.278,6110,0.277,8,2024-02-pokemon_usage_stats_with_gen.csv
205,Ambipom,0.27333,7712,0.273,6320,0.287,4,2024-02-pokemon_usage_stats_with_gen.csv
206,Inteleon,0.27191,7672,0.272,5927,0.269,8,2024-02-pokemon_usage_stats_with_gen.csv
207,Fezandipiti,0.26975,7611,0.27,6049,0.275,9,2024-02-pokemon_usage_stats_with_gen.csv
208,Golurk,0.26621,7511,0.266,6017,0.273,5,2024-02-pokemon_usage_stats_with_gen.csv
209,Scrafty,0.26298,7420,0.263,5632,0.256,5,2024-02-pokemon_usage_stats_with_gen.csv
210,Tsareena,0.26149,7378,0.261,5519,0.251,7,2024-02-pokemon_usage_stats_with_gen.csv
211,Raikou,0.26103,7365,0.261,5699,0.259,2,2024-02-pokemon_usage_stats_with_gen.csv
212,Thundurus,0.25469,7186,0.255,5836,0.265,5,2024-02-pokemon_usage_stats_with_gen.csv
213,Lycanroc-Dusk,0.25437,7177,0.254,5308,0.241,7,2024-02-pokemon_usage_stats_with_gen.csv
214,Entei,0.25274,7131,0.253,5366,0.244,2,2024-02-pokemon_usage_stats_with_gen.csv
215,Frosmoth,0.25129,7090,0.251,5160,0.234,8,2024-02-pokemon_usage_stats_with_gen.csv
216,Goodra,0.25033,7063,0.25,5278,0.24,8,2024-02-pokemon_usage_stats_with_gen.csv
217,Mienshao,0.24874,7018,0.249,5406,0.246,5,2024-02-pokemon_usage_stats_with_gen.csv
218,Malamar,0.24136,6810,0.241,5103,0.232,6,2024-02-pokemon_usage_stats_with_gen.csv
219,Munkidori,0.24115,6804,0.241,5378,0.244,9,2024-02-pokemon_usage_stats_with_gen.csv
220,Vikavolt,0.23963,6761,0.24,5527,0.251,7,2024-02-pokemon_usage_stats_with_gen.csv
221,Brambleghast,0.22903,6462,0.229,4902,0.223,9,2024-02-pokemon_usage_stats_with_gen.csv
222,Pikachu,0.22793,6431,0.228,4727,0.215,7,2024-02-pokemon_usage_stats_with_gen.csv
223,Braviary-Hisui,0.22644,6389,0.226,4867,0.221,8,2024-02-pokemon_usage_stats_with_gen.csv
224,Golem-Alola,0.22116,6240,0.221,5260,0.239,7,2024-02-pokemon_usage_stats_with_gen.csv
225,Avalugg,0.21783,6146,0.218,4688,0.213,8,2024-02-pokemon_usage_stats_with_gen.csv
226,Basculegion-F,0.2167,6114,0.217,4626,0.21,8,2024-02-pokemon_usage_stats_with_gen.csv
227,Bellibolt,0.21655,6110,0.217,4526,0.206,9,2024-02-pokemon_usage_stats_with_gen.csv
228,Ludicolo,0.21244,5994,0.212,4383,0.199,3,2024-02-pokemon_usage_stats_with_gen.csv
229,Spidops,0.21209,5984,0.212,5282,0.24,9,2024-02-pokemon_usage_stats_with_gen.csv
230,Eelektross,0.21095,5952,0.211,4598,0.209,5,2024-02-pokemon_usage_stats_with_gen.csv
231,Bisharp,0.20599,5812,0.206,4367,0.198,5,2024-02-pokemon_usage_stats_with_gen.csv
232,Abomasnow,0.20457,5772,0.205,4793,0.218,6,2024-02-pokemon_usage_stats_with_gen.csv
233,Wo-Chien,0.20131,5680,0.201,4474,0.203,9,2024-02-pokemon_usage_stats_with_gen.csv
234,Glastrier,0.19834,5596,0.198,4285,0.195,8,2024-02-pokemon_usage_stats_with_gen.csv
235,Masquerain,0.19543,5514,0.195,4750,0.216,3,2024-02-pokemon_usage_stats_with_gen.csv
236,Delphox,0.19437,5484,0.194,4212,0.191,6,2024-02-pokemon_usage_stats_with_gen.csv
237,Froslass,0.19171,5409,0.192,4308,0.196,4,2024-02-pokemon_usage_stats_with_gen.csv
238,Bronzong,0.19146,5402,0.191,4484,0.204,4,2024-02-pokemon_usage_stats_with_gen.csv
239,Emboar,0.18398,5191,0.184,3808,0.173,5,2024-02-pokemon_usage_stats_with_gen.csv
240,Duraludon,0.18384,5187,0.184,4102,0.186,8,2024-02-pokemon_usage_stats_with_gen.csv
241,Iron Leaves,0.18256,5151,0.183,3728,0.169,9,2024-02-pokemon_usage_stats_with_gen.csv
242,Revavroom,0.18005,5080,0.18,3952,0.179,9,2024-02-pokemon_usage_stats_with_gen.csv
243,Sandslash-Alola,0.177,4994,0.177,3729,0.169,7,2024-02-pokemon_usage_stats_with_gen.csv
244,Altaria,0.1747,4929,0.175,3670,0.167,6,2024-02-pokemon_usage_stats_with_gen.csv
245,Rampardos,0.17455,4925,0.175,3467,0.157,4,2024-02-pokemon_usage_stats_with_gen.csv
246,Diancie,0.16654,4699,0.167,3582,0.163,6,2024-02-pokemon_usage_stats_with_gen.csv
247,Raichu-Alola,0.1653,4664,0.165,3540,0.161,7,2024-02-pokemon_usage_stats_with_gen.csv
248,Mismagius,0.16247,4584,0.162,3487,0.158,4,2024-02-pokemon_usage_stats_with_gen.csv
249,Exeggutor-Alola,0.15807,4460,0.158,3238,0.147,7,2024-02-pokemon_usage_stats_with_gen.csv
250,Farigiraf,0.15797,4457,0.158,3123,0.142,9,2024-02-pokemon_usage_stats_with_gen.csv
251,Orthworm,0.15588,4398,0.156,3410,0.155,9,2024-02-pokemon_usage_stats_with_gen.csv
252,Typhlosion,0.15524,4380,0.155,3217,0.146,8,2024-02-pokemon_usage_stats_with_gen.csv
253,Eiscue,0.15471,4365,0.155,3319,0.151,8,2024-02-pokemon_usage_stats_with_gen.csv
254,Toxicroak,0.15471,4365,0.155,3239,0.147,4,2024-02-pokemon_usage_stats_with_gen.csv
255,Trevenant,0.15371,4337,0.154,3357,0.152,6,2024-02-pokemon_usage_stats_with_gen.csv
256,Golem,0.15304,4318,0.153,3670,0.167,7,2024-02-pokemon_usage_stats_with_gen.csv
257,Shiftry,0.15251,4303,0.153,3448,0.157,3,2024-02-pokemon_usage_stats_with_gen.csv
258,Decidueye,0.15081,4255,0.151,3231,0.147,8,2024-02-pokemon_usage_stats_with_gen.csv
259,Iron Thorns,0.15059,4249,0.151,3098,0.141,9,2024-02-pokemon_usage_stats_with_gen.csv
260,Cramorant,0.14974,4225,0.15,3530,0.16,8,2024-02-pokemon_usage_stats_with_gen.csv
261,Toedscruel,0.14939,4215,0.149,3377,0.153,9,2024-02-pokemon_usage_stats_with_gen.csv
262,Leafeon,0.14815,4180,0.148,3154,0.143,4,2024-02-pokemon_usage_stats_with_gen.csv
263,Florges,0.14733,4157,0.147,3136,0.142,6,2024-02-pokemon_usage_stats_with_gen.csv
264,Weezing,0.14273,4027,0.143,3106,0.141,8,2024-02-pokemon_usage_stats_with_gen.csv
265,Scyther,0.14085,3974,0.141,3021,0.137,1,2024-02-pokemon_usage_stats_with_gen.csv
266,Spiritomb,0.14028,3958,0.14,2974,0.135,4,2024-02-pokemon_usage_stats_with_gen.csv
267,Dudunsparce,0.14,3950,0.14,3068,0.139,9,2024-02-pokemon_usage_stats_with_gen.csv
268,Bastiodon,0.13805,3895,0.138,2999,0.136,4,2024-02-pokemon_usage_stats_with_gen.csv
269,Poliwrath,0.13745,3878,0.137,2952,0.134,1,2024-02-pokemon_usage_stats_with_gen.csv
270,Arbok,0.13553,3824,0.136,2912,0.132,1,2024-02-pokemon_usage_stats_with_gen.csv
271,Hitmonchan,0.1339,3778,0.134,2728,0.124,1,2024-02-pokemon_usage_stats_with_gen.csv
272,Tauros-Paldea-Blaze,0.13312,3756,0.133,2804,0.127,9,2024-02-pokemon_usage_stats_with_gen.csv
273,Vileplume,0.13263,3742,0.133,2897,0.132,1,2024-02-pokemon_usage_stats_with_gen.csv
274,Houndstone,0.13231,3733,0.132,2934,0.133,9,2024-02-pokemon_usage_stats_with_gen.csv
275,Magmortar,0.13135,3706,0.131,2713,0.123,4,2024-02-pokemon_usage_stats_with_gen.csv
276,Rabsca,0.13064,3686,0.131,2403,0.109,9,2024-02-pokemon_usage_stats_with_gen.csv
277,Zoroark,0.13,3668,0.13,1579,0.072,8,2024-02-pokemon_usage_stats_with_gen.csv
278,Dusknoir,0.12827,3619,0.128,2955,0.134,4,2024-02-pokemon_usage_stats_with_gen.csv
279,Registeel,0.12823,3618,0.128,2731,0.124,3,2024-02-pokemon_usage_stats_with_gen.csv
280,Luxray,0.12805,3613,0.128,2572,0.117,4,2024-02-pokemon_usage_stats_with_gen.csv
281,Morpeko,0.12752,3598,0.128,2893,0.131,8,2024-02-pokemon_usage_stats_with_gen.csv
282,Dusclops,0.12731,3592,0.127,2845,0.129,3,2024-02-pokemon_usage_stats_with_gen.csv
283,Beartic,0.12642,3567,0.126,2440,0.111,5,2024-02-pokemon_usage_stats_with_gen.csv
284,Zarude,0.12497,3526,0.125,2632,0.12,8,2024-02-pokemon_usage_stats_with_gen.csv
285,Regirock,0.12415,3503,0.124,2812,0.128,3,2024-02-pokemon_usage_stats_with_gen.csv
286,Regice,0.12408,3501,0.124,2574,0.117,3,2024-02-pokemon_usage_stats_with_gen.csv
287,Scovillain,0.1233,3479,0.123,2507,0.114,9,2024-02-pokemon_usage_stats_with_gen.csv
288,Zangoose,0.12291,3468,0.123,2522,0.115,3,2024-02-pokemon_usage_stats_with_gen.csv
289,Uxie,0.12288,3467,0.123,2965,0.135,4,2024-02-pokemon_usage_stats_with_gen.csv
290,Cryogonal,0.12281,3465,0.123,2634,0.12,5,2024-02-pokemon_usage_stats_with_gen.csv
291,Tropius,0.12263,3460,0.123,2477,0.112,3,2024-02-pokemon_usage_stats_with_gen.csv
292,Primeape,0.12221,3448,0.122,2652,0.12,1,2024-02-pokemon_usage_stats_with_gen.csv
293,Meganium,0.11919,3363,0.119,2325,0.106,2,2024-02-pokemon_usage_stats_with_gen.csv
294,Dragalge,0.11905,3359,0.119,2626,0.119,6,2024-02-pokemon_usage_stats_with_gen.csv
295,Veluza,0.1187,3349,0.119,2550,0.116,9,2024-02-pokemon_usage_stats_with_gen.csv
296,Tatsugiri,0.1182,3335,0.118,2461,0.112,9,2024-02-pokemon_usage_stats_with_gen.csv
297,Cobalion,0.11774,3322,0.118,2725,0.124,5,2024-02-pokemon_usage_stats_with_gen.csv
298,Slaking,0.11395,3215,0.114,2487,0.113,3,2024-02-pokemon_usage_stats_with_gen.csv
299,Glaceon,0.11349,3202,0.113,2389,0.108,4,2024-02-pokemon_usage_stats_with_gen.csv
300,Muk,0.1132,3194,0.113,2449,0.111,7,2024-02-pokemon_usage_stats_with_gen.csv
301,Indeedee-F,0.11257,3176,0.113,2648,0.12,8,2024-02-pokemon_usage_stats_with_gen.csv
302,Lurantis,0.10856,3063,0.109,2308,0.105,7,2024-02-pokemon_usage_stats_with_gen.csv
303,Honchkrow,0.10282,2901,0.103,2164,0.098,4,2024-02-pokemon_usage_stats_with_gen.csv
304,Leavanny,0.10211,2881,0.102,2286,0.104,5,2024-02-pokemon_usage_stats_with_gen.csv
305,Avalugg-Hisui,0.10129,2858,0.101,2123,0.096,8,2024-02-pokemon_usage_stats_with_gen.csv
306,Cacturne,0.0997,2813,0.1,2015,0.092,3,2024-02-pokemon_usage_stats_with_gen.csv
307,Golduck,0.09938,2804,0.099,2161,0.098,1,2024-02-pokemon_usage_stats_with_gen.csv
308,Tornadus,0.09853,2780,0.099,2128,0.097,5,2024-02-pokemon_usage_stats_with_gen.csv
309,Ampharos,0.09796,2764,0.098,2113,0.096,6,2024-02-pokemon_usage_stats_with_gen.csv
310,Hariyama,0.09743,2749,0.097,2132,0.097,3,2024-02-pokemon_usage_stats_with_gen.csv
311,Flamigo,0.09725,2744,0.097,2139,0.097,9,2024-02-pokemon_usage_stats_with_gen.csv
312,Tauros-Paldea-Aqua,0.09722,2743,0.097,2207,0.1,9,2024-02-pokemon_usage_stats_with_gen.csv
313,Lycanroc,0.09449,2666,0.094,2026,0.092,7,2024-02-pokemon_usage_stats_with_gen.csv
314,Dewgong,0.09428,2660,0.094,2020,0.092,1,2024-02-pokemon_usage_stats_with_gen.csv
315,Rhydon,0.09364,2642,0.094,1967,0.089,1,2024-02-pokemon_usage_stats_with_gen.csv
316,Regigigas,0.09236,2606,0.092,1978,0.09,4,2024-02-pokemon_usage_stats_with_gen.csv
317,Palossand,0.09236,2606,0.092,2010,0.091,7,2024-02-pokemon_usage_stats_with_gen.csv
318,Flareon,0.09229,2604,0.092,1932,0.088,1,2024-02-pokemon_usage_stats_with_gen.csv
319,Dachsbun,0.08754,2470,0.088,1834,0.083,9,2024-02-pokemon_usage_stats_with_gen.csv
320,Falinks,0.08729,2463,0.087,1576,0.072,8,2024-02-pokemon_usage_stats_with_gen.csv
321,Zebstrika,0.08708,2457,0.087,1805,0.082,5,2024-02-pokemon_usage_stats_with_gen.csv
322,Victreebel,0.08694,2453,0.087,1856,0.084,1,2024-02-pokemon_usage_stats_with_gen.csv
323,Houndoom,0.08669,2446,0.087,1856,0.084,6,2024-02-pokemon_usage_stats_with_gen.csv
324,Brute Bonnet,0.08563,2416,0.086,1751,0.08,9,2024-02-pokemon_usage_stats_with_gen.csv
325,Raichu,0.08336,2352,0.083,1735,0.079,7,2024-02-pokemon_usage_stats_with_gen.csv
326,Sandaconda,0.08237,2324,0.082,1844,0.084,8,2024-02-pokemon_usage_stats_with_gen.csv
327,Dodrio,0.08198,2313,0.082,1757,0.08,1,2024-02-pokemon_usage_stats_with_gen.csv
328,Terrakion,0.08198,2313,0.082,1698,0.077,5,2024-02-pokemon_usage_stats_with_gen.csv
329,Lanturn,0.08159,2302,0.082,1811,0.082,2,2024-02-pokemon_usage_stats_with_gen.csv
330,Exeggutor,0.08088,2282,0.081,1706,0.077,7,2024-02-pokemon_usage_stats_with_gen.csv
331,Clawitzer,0.07705,2174,0.077,1717,0.078,6,2024-02-pokemon_usage_stats_with_gen.csv
332,Mudsdale,0.07666,2163,0.077,1727,0.078,7,2024-02-pokemon_usage_stats_with_gen.csv
333,Ariados,0.07485,2112,0.075,1786,0.081,2,2024-02-pokemon_usage_stats_with_gen.csv
334,Drednaw,0.07446,2101,0.074,1548,0.07,8,2024-02-pokemon_usage_stats_with_gen.csv
335,Coalossal,0.07308,2062,0.073,1617,0.073,8,2024-02-pokemon_usage_stats_with_gen.csv
336,Appletun,0.07213,2035,0.072,1515,0.069,8,2024-02-pokemon_usage_stats_with_gen.csv
337,Shaymin,0.07195,2030,0.072,1572,0.071,4,2024-02-pokemon_usage_stats_with_gen.csv
338,Lilligant,0.07117,2008,0.071,1419,0.064,8,2024-02-pokemon_usage_stats_with_gen.csv
339,Dipplin,0.07,1975,0.07,1456,0.066,9,2024-02-pokemon_usage_stats_with_gen.csv
340,Sudowoodo,0.06943,1959,0.069,1470,0.067,2,2024-02-pokemon_usage_stats_with_gen.csv
341,Rotom-Mow,0.06915,1951,0.069,1485,0.067,4,2024-02-pokemon_usage_stats_with_gen.csv
342,Articuno-Galar,0.06911,1950,0.069,1426,0.065,8,2024-02-pokemon_usage_stats_with_gen.csv
343,Rotom-Frost,0.06886,1943,0.069,1397,0.063,4,2024-02-pokemon_usage_stats_with_gen.csv
344,Sandslash,0.06635,1872,0.066,1397,0.063,7,2024-02-pokemon_usage_stats_with_gen.csv
345,Murkrow,0.06578,1856,0.066,1442,0.065,2,2024-02-pokemon_usage_stats_with_gen.csv
346,Braviary,0.06504,1835,0.065,1330,0.06,8,2024-02-pokemon_usage_stats_with_gen.csv
347,Meowstic,0.06422,1812,0.064,1514,0.069,6,2024-02-pokemon_usage_stats_with_gen.csv
348,Toucannon,0.06369,1797,0.064,1377,0.063,7,2024-02-pokemon_usage_stats_with_gen.csv
349,Alcremie,0.06362,1795,0.064,1347,0.061,8,2024-02-pokemon_usage_stats_with_gen.csv
350,Articuno,0.06312,1781,0.063,1389,0.063,8,2024-02-pokemon_usage_stats_with_gen.csv
351,Oricorio-Pom-Pom,0.06287,1774,0.063,1349,0.061,7,2024-02-pokemon_usage_stats_with_gen.csv
352,Medicham,0.06202,1750,0.062,1327,0.06,6,2024-02-pokemon_usage_stats_with_gen.csv
353,Pachirisu,0.06146,1734,0.061,1344,0.061,4,2024-02-pokemon_usage_stats_with_gen.csv
354,Qwilfish-Hisui,0.06043,1705,0.06,1314,0.06,8,2024-02-pokemon_usage_stats_with_gen.csv
355,Carbink,0.05986,1689,0.06,1388,0.063,6,2024-02-pokemon_usage_stats_with_gen.csv
356,Furret,0.0594,1676,0.059,1331,0.06,2,2024-02-pokemon_usage_stats_with_gen.csv
357,Hoopa,0.05827,1644,0.058,1221,0.055,6,2024-02-pokemon_usage_stats_with_gen.csv
358,Oricorio,0.05802,1637,0.058,1241,0.056,7,2024-02-pokemon_usage_stats_with_gen.csv
359,Tauros,0.05756,1624,0.058,1200,0.054,9,2024-02-pokemon_usage_stats_with_gen.csv
360,Komala,0.05497,1551,0.055,1174,0.053,7,2024-02-pokemon_usage_stats_with_gen.csv
361,Ursaring,0.05486,1548,0.055,1169,0.053,2,2024-02-pokemon_usage_stats_with_gen.csv
362,Oricorio-Sensu,0.0543,1532,0.054,1097,0.05,7,2024-02-pokemon_usage_stats_with_gen.csv
363,Klawf,0.05416,1528,0.054,1107,0.05,9,2024-02-pokemon_usage_stats_with_gen.csv
364,Probopass,0.0538,1518,0.054,1209,0.055,4,2024-02-pokemon_usage_stats_with_gen.csv
365,Squawkabilly,0.05373,1516,0.054,1137,0.052,9,2024-02-pokemon_usage_stats_with_gen.csv
366,Sawsbuck,0.05352,1510,0.054,1048,0.048,5,2024-02-pokemon_usage_stats_with_gen.csv
367,Illumise,0.05309,1498,0.053,1239,0.056,3,2024-02-pokemon_usage_stats_with_gen.csv
368,Volbeat,0.05295,1494,0.053,1220,0.055,3,2024-02-pokemon_usage_stats_with_gen.csv
